"wsg","species","total_segs","match_pct","n_diffs","top_pattern","top_pattern_count"
"DOGC","CO",13089,99.82,23,"REAR;NONE | ACCESS;NONE",10
"DOGC","SK",13089,99.94,8,"ACCESS;NONE | SPAWN;NONE",5
"FINA","BT",26089,88.93,2887,"ACCESS;DAM | REAR;DAM",823
"FINL","BT",39331,97.32,1055,"REAR;MODELLED;INTERMITTENT | ACCESS;MODELLED;INTERMITTENT",187
"FIRE","BT",29486,91.1,2624,"ACCESS;DAM | REAR;DAM",1123
"FOXR","BT",27759,95.1,1359,"ACCESS;DAM | REAR;DAM",364
"FRAN","BT",40221,83.01,6833,"ACCESS;NONE | REAR;NONE",1055
"FRAN","CH",40221,89.13,4372,"REAR;NONE | ACCESS;NONE",1095
"FRAN","SK",40221,94.28,2301,"SPAWN;NONE | ACCESS;NONE",691
"FRCN","BT",28933,97.71,663,"ACCESS;NONE | REAR;NONE",113
"FRCN","CH",28933,99.71,83,"REAR;NONE | ACCESS;NONE",44
"FRCN","CM",28933,99.93,20,"ACCESS;NONE | ",7
"FRCN","CO",28933,99.85,42,"REAR;NONE | ACCESS;NONE",12
"FRCN","PK",28933,99.93,20,"ACCESS;NONE | ",7
"FRCN","SK",28933,99.8,58,"ACCESS;NONE | SPAWN;NONE",42
"FRCN","ST",28933,99.5,146,"REAR;NONE | ACCESS;NONE",48
"HARR","BT",17618,92.22,1370,"ACCESS;NONE | REAR;NONE",380
"HARR","CH",17618,99.07,163,"ACCESS;NONE | ",63
"HARR","CM",17618,99.35,115,"ACCESS;NONE | ",62
"HARR","CO",17618,99.23,136,"ACCESS;NONE | ",62
"HARR","PK",17618,99.35,115,"ACCESS;NONE | ",62
"HARR","SK",17618,98.37,287,"SPAWN;NONE | ACCESS;NONE",98
"HARR","ST",17618,98.98,180,"ACCESS;NONE | ",62
"INGR","BT",25838,95.96,1045,"ACCESS;DAM | REAR;DAM",400
"KISP","BT",30869,96.03,1226,"ACCESS;NONE | REAR;NONE",370
"KISP","CH",30869,96.94,946,"REAR;NONE | ACCESS;NONE",504
"KISP","CM",30869,99.45,170,"ACCESS;NONE | ",72
"KISP","CO",30869,98.65,416,"REAR;NONE | ACCESS;NONE",122
"KISP","PK",30869,99.44,173,"ACCESS;NONE | ",72
"KISP","SK",30869,98.91,336,"ACCESS;NONE | SPAWN;NONE",106
"KISP","ST",30869,96.73,1010,"REAR;NONE | ACCESS;NONE",505
"KLUM","BT",31353,96.27,1170,"ACCESS;NONE | REAR;NONE",182
"KLUM","CH",31353,98.31,531,"REAR;NONE | ACCESS;NONE",254
"KLUM","CM",31353,99.76,76,"ACCESS;NONE | ",29
"KLUM","CO",31353,99.29,222,"REAR;NONE | ACCESS;NONE",65
"KLUM","PK",31353,99.76,76,"ACCESS;NONE | ",29
"KLUM","SK",31353,96.87,980,"SPAWN;NONE | ACCESS;NONE",825
"KLUM","ST",31353,98.55,456,"REAR;NONE | ACCESS;NONE",178
"LBTN","BT",0,NA,NA,NA,NA
"LCHL","BT",19603,83.05,3323,"ACCESS;MODELLED | REAR;MODELLED",607
"LCHL","CH",19603,86.64,2618,"REAR;MODELLED | ACCESS;MODELLED",944
"LCHL","CO",19603,92.76,1420,"ACCESS;MODELLED | ",409
"LFRA","BT",26653,90.33,2577,"ACCESS;DAM | REAR;DAM",407
"LFRA","CH",26653,95.52,1193,"ACCESS;MODELLED | ",245
"LFRA","CM",26653,96.8,853,"ACCESS;MODELLED | ",251
"LFRA","CO",26653,96.36,971,"ACCESS;MODELLED | ",241
"LFRA","PK",26653,96.78,858,"ACCESS;MODELLED | ",251
"LFRA","SK",26653,94.81,1384,"SPAWN;DAM | ACCESS;DAM",295
"LFRA","ST",26653,95.08,1310,"ACCESS;DAM | ",280
"LKEL","BT",3355,94.22,194,"ACCESS;DAM | REAR;DAM",50
"LKEL","CH",3355,93.92,204,"REAR;DAM | ACCESS;DAM",131
"LKEL","CM",3355,99.23,26,"ACCESS;DAM | ",24
"LKEL","CO",3355,97.47,85,"REAR;DAM | ACCESS;DAM",45
"LKEL","PK",3355,99.2,27,"ACCESS;DAM | ",24
"LKEL","ST",3355,94.99,168,"REAR;DAM | ACCESS;DAM",97
"LOMI","BT",18888,90.44,1805,"ACCESS;DAM | REAR;DAM",350
"LPCE","BT",0,NA,NA,NA,NA
"LSAL","CH",11460,75.13,2850,"REAR;NONE | ACCESS;NONE",1067
"LSKE","BT",37467,94.24,2158,"ACCESS;NONE | REAR;NONE",649
"LSKE","CH",37467,96.96,1138,"REAR;NONE | ACCESS;NONE",745
"LSKE","CM",37467,99.71,107,"ACCESS;NONE | ",54
"LSKE","CO",37467,98.68,494,"REAR;NONE | ACCESS;NONE",250
"LSKE","PK",37467,99.73,101,"ACCESS;NONE | ",54
"LSKE","SK",37467,99.46,204,"ACCESS;NONE | SPAWN;NONE",73
"LSKE","ST",37467,97.26,1025,"REAR;NONE | ACCESS;NONE",634
"MESI","BT",16736,93.94,1014,"ACCESS;DAM | REAR;DAM",279
"MFRA","CH",8818,97.49,221,"ACCESS;DAM | ",63
"MORK","BT",51593,89.99,5164," | SPAWN;NONE",797
"MORK","CH",51593,96.42,1847,"REAR;NONE | ACCESS;NONE",512
"MORR","BT",29038,92.33,2228,"ACCESS;NONE | REAR;NONE",950
"MORR","CH",29038,93.91,1767,"REAR;NONE | ACCESS;NONE",1401
"MORR","CO",29038,97.78,644,"REAR;NONE | ACCESS;NONE",384
"MORR","PK",29038,99.81,55,"ACCESS;NONE | ",33
"MORR","SK",29038,97.57,705,"SPAWN;NONE | ACCESS;NONE",610
"MORR","ST",29038,94.46,1609,"REAR;NONE | ACCESS;NONE",1191
"MSKE","BT",29977,97.89,633,"ACCESS;NONE | REAR;NONE",244
"MSKE","CH",29977,98.35,494,"REAR;NONE | ACCESS;NONE",350
"MSKE","CO",29977,99.31,208,"REAR;NONE | ACCESS;NONE",106
"MSKE","SK",29977,99.56,132,"ACCESS;NONE | SPAWN;NONE",76
"MSKE","ST",29977,98.4,479,"REAR;NONE | ACCESS;NONE",337
"NARC","BT",19279,68.29,6114,"ACCESS;MODELLED | ",1486
"NARC","CH",19279,70.63,5662,"ACCESS;MODELLED | ",1313
"NARC","PK",19279,79.44,3964,"ACCESS;MODELLED | ",1707
"NATR","BT",32313,72.11,9012,"ACCESS;MODELLED;INTERMITTENT | ",1307
"NECR","BT",27698,87.33,3508,"REAR;MODELLED | ACCESS;MODELLED",670
"NECR","CH",27698,87.18,3552,"REAR;MODELLED | ACCESS;MODELLED",1193
"NECR","CO",27698,94.5,1523,"REAR;MODELLED | ACCESS;MODELLED",298
"NECR","SK",27698,96.48,974,"SPAWN;MODELLED | ACCESS;MODELLED",287
"OSPK","BT",23454,98.92,253,"REAR;DAM | ACCESS;DAM",75
"PARA","BT",17062,88.55,1953,"ACCESS;DAM | REAR;DAM",562
"PARS","BT",43112,93.77,2684,"REAR;DAM | ACCESS;DAM",696
"PCEA","BT",33744,96.14,1304,"ACCESS;DAM | REAR;DAM",820
"SALR","CH",10492,76.86,2428,"REAR;NONE | ACCESS;NONE",1200
"SETN","BT",78833,96.55,2721,"ACCESS;DAM | REAR;DAM",696
"SETN","CH",78833,94.74,4149,"ACCESS;DAM | ",1456
"SETN","CM",78833,94.78,4116,"ACCESS;DAM | ",1596
"SETN","CO",78833,94.74,4144,"SPAWN;DAM | ",1408
"SETN","PK",78833,94.78,4116,"ACCESS;DAM | ",1596
"SETN","SK",78833,94.65,4215,"ACCESS;DAM | ",1638
"SETN","ST",78833,93.52,5110,"ACCESS;DAM | ",1542
"TABR","BT",12680,87.34,1605,"ACCESS;ASSESSED | REAR;ASSESSED",371
"TABR","CH",12680,91.23,1112,"REAR;ASSESSED | ACCESS;ASSESSED",261
"TOOD","BT",41349,93.76,2581,"ACCESS;DAM | REAR;DAM",800
"TWAC","BT",12306,91.65,1027,"REAR;MODELLED | ACCESS;MODELLED",211
"TWAC","CH",12306,96.28,458,"REAR;DAM | ACCESS;DAM",278
"UFRA","BT",34645,95.51,1556,"ACCESS;NONE | ",307
"UFRA","CH",34645,97.78,768,"ACCESS;NONE | ",249
"UNRS","BT",26138,55.43,11650,"ACCESS;NONE | ACCESS;DAM",3367
"UOMI","BT",17181,92.13,1352,"ACCESS;DAM | REAR;DAM",310
"UPCE","BT",23072,91.11,2052,"ACCESS;MODELLED | REAR;MODELLED",338
"USKE","BT",26507,87.15,3406," | ACCESS;NONE",797
"USKE","CH",26507,95.98,1066,"REAR;NONE | ACCESS;NONE",700
"USKE","CO",26507,97.99,532,"REAR;NONE | ACCESS;NONE",213
"USKE","SK",26507,99.34,174,"ACCESS;NONE | ACCESS;MODELLED",68
"USKE","ST",26507,94.28,1517,"REAR;NONE | ACCESS;NONE",936
"WILL","BT",18739,88.88,2084,"ACCESS;ASSESSED | REAR;ASSESSED",372
"WILL","CH",18739,87.87,2273,"REAR;NONE | ACCESS;NONE",965
"WILL","CO",18739,95.19,902,"REAR;NONE | ACCESS;NONE",147
"ZYMO","BT",23914,94.3,1363,"ACCESS;NONE | REAR;NONE",231
"ZYMO","CH",23914,97.44,612,"REAR;NONE | ACCESS;NONE",465
"ZYMO","CO",23914,99,240,"REAR;NONE | ACCESS;NONE",119
"ZYMO","ST",23914,97.52,592,"REAR;NONE | ACCESS;NONE",425
