modelled_crossing_id,structure,watershed_group_code,reviewer_name,review_date,source,notes
100151,OBS,ADMS,PK,2021-01-01,Bing/Google/ESRI imagery,NA
100553,NONE,ADMS,PK,2021-01-01,Bing/Google/ESRI imagery,no road
101833,OBS,ADMS,PK,2021-01-01,Bing/Google/ESRI imagery,NA
102295,OBS,ADMS,PK,2021-01-01,Bing/Google/ESRI imagery,NA
200073,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
200080,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
200141,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
200223,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
200772,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
201136,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
201160,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
201772,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
201921,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
201927,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
202405,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
202554,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
202812,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
203158,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
203306,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
203655,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
204057,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
204059,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
205052,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
205157,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
205297,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
205382,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
205573,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
205615,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
206263,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
206309,OBS,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,NA
206560,NONE,ALBN,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
500499,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
500555,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
500623,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
500624,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
500646,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
500808,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
501268,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,second opinion
501692,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502157,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502159,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502170,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502182,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502187,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502449,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
502595,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502711,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502713,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502716,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502726,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502786,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502789,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
502975,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
503204,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
503341,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
503588,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
503611,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
503887,OBS,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
504214,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
504224,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
504327,NONE,BABL,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
600318,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
600370,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600371,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600379,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600387,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600459,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
600468,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600557,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
600564,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
600637,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600645,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600712,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600798,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600801,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600827,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
600849,OBS,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
601026,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
601064,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
601073,NONE,BABR,OB,2021-01-01,Bing/Google/ESRI imagery,no road
800528,OBS,BBAR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
801533,NONE,BBAR,OB,2021-01-01,Bing/Google/ESRI imagery,no crossing
802542,OBS,BBAR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
802636,NONE,BBAR,OB,2021-01-01,Bing/Google/ESRI imagery,no crossing
802738,OBS,BBAR,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1200069,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1200369,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1200516,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1200551,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1200924,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1200926,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1201321,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201555,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201561,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201643,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201681,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201707,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201711,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1201926,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1201966,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1202200,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1202206,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1202207,OBS,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1202270,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1202271,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1202744,NONE,BLAR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1400107,OBS,BONP,SN,2021-01-01,Bing/Google/ESRI imagery,NA
1400183,OBS,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1400300,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1401942,OBS,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1402216,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1402246,OBS,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1402798,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1402825,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1402866,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1402869,OBS,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1403134,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1403674,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1404049,OBS,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1404365,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1404790,NONE,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1404823,OBS,BONP,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1500050,NONE,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1500666,NONE,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1501337,NONE,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1501338,NONE,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1501882,NONE,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,no road
1502083,NONE,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,no crossing
1502410,OBS,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1502807,OBS,BOWR,AL,2021-01-01,Bing/Google/ESRI imagery,NA
1800003,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1800049,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1800066,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,Assessment pre load (Irvine 2020) - actually a passable CBS but noted here for convenience (Irvine 2020)
1800076,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,Assessment pre load (Irvine 2020) - actually a passable CBS but noted here for convenience (Irvine 2020)
1800154,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1800334,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1800472,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,Assessment pre load (Irvine 2020)
1800644,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1800661,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1800808,NONE,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,no road
1800819,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1801041,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801067,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1801069,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,Assessment pre load (Irvine 2020) - actually a passable CBS but noted here for convenience (Irvine 2020)
1801088,NONE,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,no structure
1801117,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1801156,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801167,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801188,NONE,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,no crossing visible
1801208,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1801258,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801332,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1801559,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801590,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801613,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801847,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801858,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801895,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1801925,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1802180,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1802262,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1802343,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1802406,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1802430,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1802474,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1802475,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1802642,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1802792,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1802938,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1802980,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803021,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803222,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803235,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803244,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803306,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1803367,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803384,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803403,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803588,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1803643,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803651,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1803663,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803709,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1803821,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1803828,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803830,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1803934,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803946,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803962,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1803970,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804035,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804057,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804061,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804114,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804145,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804151,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804153,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,Assessment pre load (Irvine 2020)
1804174,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804233,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804238,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804275,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1804416,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1804417,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1804450,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1804478,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1804492,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1804543,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804695,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804698,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804707,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804756,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804808,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804818,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804824,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804825,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804830,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804851,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804861,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804884,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1804950,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1804956,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805004,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805036,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805037,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805091,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805092,NONE,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805133,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805146,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805155,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805158,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805182,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,Assessment pre load (Irvine 2020)
1805183,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805197,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805214,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805227,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805278,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805331,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805348,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1805409,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805530,OBS,BULK,SN,2021-01-01,Bing/Google/ESRI imagery,NA
1805593,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805595,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805733,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805771,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805793,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805804,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1805843,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805876,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805954,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805986,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1805991,OBS,BULK,NMW,2021-01-01,Bing/Google/ESRI imagery,NA
1806159,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806180,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806181,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806264,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806265,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806271,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806276,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806281,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806308,NONE,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1806316,OBS,BULK,PK,2021-01-01,Bing/Google/ESRI imagery,NA
1900049,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900060,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900120,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900126,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900152,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900240,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1900241,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1900287,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900339,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900346,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900393,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1900414,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1900691,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1900748,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1900767,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1900992,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901006,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901079,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1901105,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901214,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1901218,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901230,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901247,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901438,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901556,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1901795,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1902096,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1902173,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902183,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902188,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902189,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902411,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902426,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902474,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902475,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1902552,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1902943,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903028,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903030,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903036,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903045,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903184,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903247,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903280,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903282,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903353,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903429,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1903431,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1903473,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903580,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1903658,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903662,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903709,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903776,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903782,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903784,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903842,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1903845,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1904125,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1904391,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1904626,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1904677,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1904682,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1904810,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1904828,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1905132,NONE,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,no road/structure
1905293,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1905301,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
1905318,OBS,BULL,OB,2021-01-01,Bing/Google/ESRI imagery,NA
2300203,NONE,CARR,PK,2021-01-01,Bing/Google/ESRI imagery,no road
2300602,NONE,CARR,PK,2021-01-01,Bing/Google/ESRI imagery,no road
2300641,NONE,CARR,PK,2021-01-01,Bing/Google/ESRI imagery,no crossing
2301274,NONE,CARR,PK,2021-01-01,Bing/Google/ESRI imagery,no crossing
