wsg,host,elapsed_s,rows,status
FINA,Allans-MacBook-Pro,113.4,21,ok
FIRE,Allans-MacBook-Pro,114,21,ok
INGR,Allans-MacBook-Pro,120.1,21,ok
MESI,Allans-MacBook-Pro,80,21,ok
NATR,Allans-MacBook-Pro,123.2,28,ok
PARA,Allans-MacBook-Pro,70.6,21,ok
PCEA,Allans-MacBook-Pro,154.1,21,ok
UOMI,Allans-MacBook-Pro,85.3,21,ok
