wsg,host,elapsed_s,rows,status
PARS,Allans-MacBook-Pro,196,28,ok
FOXR,Allans-MacBook-Pro,117.1,21,ok
INGR,Allans-MacBook-Pro,119,21,ok
LOMI,Allans-MacBook-Pro,89.5,21,ok
CRKD,Allans-MacBook-Pro,50.2,14,ok
