wsg,host,elapsed_s,rows,status
PARS,Allans-MacBook-Pro,198.1,28,ok
TOOD,Allans-MacBook-Pro,162.5,21,ok
FIRE,Allans-MacBook-Pro,113.9,21,ok
INGR,Allans-MacBook-Pro,119.4,21,ok
PCEA,Allans-MacBook-Pro,159.7,21,ok
OSPK,Allans-MacBook-Pro,91.1,21,ok
LOMI,Allans-MacBook-Pro,96.3,21,ok
PARA,Allans-MacBook-Pro,71.5,21,ok
CARP,Allans-MacBook-Pro,49.6,21,ok
