wsg,host,elapsed_s,rows,status
PARS,Allans-MacBook-Pro,196.7,28,ok
FIRE,Allans-MacBook-Pro,112.5,21,ok
INGR,Allans-MacBook-Pro,114.7,21,ok
LOMI,Allans-MacBook-Pro,90.3,21,ok
CRKD,Allans-MacBook-Pro,49.5,14,ok
