config,wsg,species,habitat_type,unit,link_value,bcfishpass_value,diff_pct
default,VICT,RB,rearing,km,175.99,0,NA
default,VICT,RB,lake_rearing,ha,997.47,0,NA
default,VICT,RB,wetland_rearing,ha,78.48,0,NA
default,VICT,RB,rearing_stream,km,175.16,0,NA
default,VICT,RB,rearing_lake_centerline,km,0,0,NA
default,VICT,RB,rearing_wetland_centerline,km,0,0,NA
default,LILL,BT,spawning,km,664.89,667.75,-0.43
default,LILL,BT,rearing,km,888.26,953.99,-6.89
default,LILL,BT,lake_rearing,ha,4631.48,4666.93,-0.76
default,LILL,BT,wetland_rearing,ha,1296.28,1230.39,5.36
default,LILL,BT,rearing_stream,km,486.86,475.01,2.49
default,LILL,BT,rearing_lake_centerline,km,0,0,NA
default,LILL,BT,rearing_wetland_centerline,km,0,0,NA
default,LILL,CH,spawning,km,464.28,455.79,1.86
default,LILL,CH,rearing,km,549.47,519.7,5.73
default,LILL,CH,lake_rearing,ha,4217.48,0,NA
default,LILL,CH,wetland_rearing,ha,800.96,0,NA
default,LILL,CH,rearing_stream,km,213.61,185.89,14.91
default,LILL,CH,rearing_lake_centerline,km,0,0,NA
default,LILL,CH,rearing_wetland_centerline,km,0,0,NA
default,LILL,CM,spawning,km,527.8,531.13,-0.63
default,LILL,CM,rearing,km,0,0,NA
default,LILL,CM,lake_rearing,ha,0,0,NA
default,LILL,CM,wetland_rearing,ha,0,0,NA
default,LILL,CM,rearing_stream,km,0,0,NA
default,LILL,CM,rearing_lake_centerline,km,0,0,NA
default,LILL,CM,rearing_wetland_centerline,km,0,0,NA
default,LILL,CO,spawning,km,548.63,515.14,6.5
default,LILL,CO,rearing,km,555,550.65,0.79
default,LILL,CO,lake_rearing,ha,4325.7,0,NA
default,LILL,CO,wetland_rearing,ha,801.76,724.3,10.69
default,LILL,CO,rearing_stream,km,219.07,216.79,1.05
default,LILL,CO,rearing_lake_centerline,km,0,0,NA
default,LILL,CO,rearing_wetland_centerline,km,0,0,NA
default,LILL,SK,spawning,km,96.22,72.76,32.24
default,LILL,SK,rearing,km,96.97,98.43,-1.48
default,LILL,SK,lake_rearing,ha,4217.48,4217.48,0
default,LILL,SK,wetland_rearing,ha,0,0,NA
default,LILL,SK,rearing_stream,km,0,0,NA
default,LILL,SK,rearing_lake_centerline,km,0,0,NA
default,LILL,SK,rearing_wetland_centerline,km,0,0,NA
default,LILL,ST,spawning,km,480.95,480.8,0.03
default,LILL,ST,rearing,km,661.28,646.7,2.25
default,LILL,ST,lake_rearing,ha,4282.76,0,NA
default,LILL,ST,wetland_rearing,ha,800.96,561.67,42.6
default,LILL,ST,rearing_stream,km,311.69,299.4,4.1
default,LILL,ST,rearing_lake_centerline,km,0,0,NA
default,LILL,ST,rearing_wetland_centerline,km,0,0,NA
default,LILL,RB,spawning,km,537.39,0,NA
default,LILL,RB,rearing,km,675.36,0,NA
default,LILL,RB,lake_rearing,ha,4262.37,0,NA
default,LILL,RB,wetland_rearing,ha,658.91,0,NA
default,LILL,RB,rearing_stream,km,345.44,0,NA
default,LILL,RB,rearing_lake_centerline,km,0,0,NA
default,LILL,RB,rearing_wetland_centerline,km,0,0,NA
default,HARR,BT,spawning,km,459.63,466.1,-1.39
default,HARR,BT,rearing,km,570.06,820.33,-30.51
default,HARR,BT,lake_rearing,ha,23631.72,23680.98,-0.21
default,HARR,BT,wetland_rearing,ha,148.11,150.96,-1.89
default,HARR,BT,rearing_stream,km,315,325.89,-3.34
default,HARR,BT,rearing_lake_centerline,km,0,0,NA
default,HARR,BT,rearing_wetland_centerline,km,0,0,NA
default,HARR,CH,spawning,km,329.59,327.7,0.58
default,HARR,CH,rearing,km,385.82,377.33,2.25
default,HARR,CH,lake_rearing,ha,22893.01,0,NA
default,HARR,CH,wetland_rearing,ha,142.85,0,NA
default,HARR,CH,rearing_stream,km,146.72,138.55,5.9
default,HARR,CH,rearing_lake_centerline,km,0,0,NA
default,HARR,CH,rearing_wetland_centerline,km,0,0,NA
default,HARR,CM,spawning,km,399.2,389.89,2.39
default,HARR,CM,rearing,km,0,0,NA
default,HARR,CM,lake_rearing,ha,0,0,NA
default,HARR,CM,wetland_rearing,ha,0,0,NA
default,HARR,CM,rearing_stream,km,0,0,NA
default,HARR,CM,rearing_lake_centerline,km,0,0,NA
default,HARR,CM,rearing_wetland_centerline,km,0,0,NA
default,HARR,CO,spawning,km,386.55,379.9,1.75
default,HARR,CO,rearing,km,398.13,393.5,1.18
default,HARR,CO,lake_rearing,ha,23034.82,0,NA
default,HARR,CO,wetland_rearing,ha,144.47,144.57,-0.07
default,HARR,CO,rearing_stream,km,159.03,154.67,2.82
default,HARR,CO,rearing_lake_centerline,km,0,0,NA
default,HARR,CO,rearing_wetland_centerline,km,0,0,NA
default,HARR,PK,spawning,km,391.51,389.89,0.42
default,HARR,PK,rearing,km,0,0,NA
default,HARR,PK,lake_rearing,ha,0,0,NA
default,HARR,PK,wetland_rearing,ha,0,0,NA
default,HARR,PK,rearing_stream,km,0,0,NA
default,HARR,PK,rearing_lake_centerline,km,0,0,NA
default,HARR,PK,rearing_wetland_centerline,km,0,0,NA
default,HARR,SK,spawning,km,23.93,23.43,2.13
default,HARR,SK,rearing,km,546.1,546.1,0
default,HARR,SK,lake_rearing,ha,22893.01,22893.01,0
default,HARR,SK,wetland_rearing,ha,0,0,NA
default,HARR,SK,rearing_stream,km,0,0,NA
default,HARR,SK,rearing_lake_centerline,km,0,0,NA
default,HARR,SK,rearing_wetland_centerline,km,0,0,NA
default,HARR,ST,spawning,km,336.07,335.64,0.13
default,HARR,ST,rearing,km,430.22,421.5,2.07
default,HARR,ST,lake_rearing,ha,22970.62,0,NA
default,HARR,ST,wetland_rearing,ha,142.85,42.1,239.31
default,HARR,ST,rearing_stream,km,185.73,177.28,4.77
default,HARR,ST,rearing_lake_centerline,km,0,0,NA
default,HARR,ST,rearing_wetland_centerline,km,0,0,NA
default,HARR,RB,spawning,km,405.71,0,NA
default,HARR,RB,rearing,km,480.66,0,NA
default,HARR,RB,lake_rearing,ha,23057.88,0,NA
default,HARR,RB,wetland_rearing,ha,142.85,0,NA
default,HARR,RB,rearing_stream,km,236.17,0,NA
default,HARR,RB,rearing_lake_centerline,km,0,0,NA
default,HARR,RB,rearing_wetland_centerline,km,0,0,NA
