wsg,species,habitat_type,unit,link_value,bcfishpass_value,diff_pct
ADMS,BT,spawning,km,362.29,361.71,0.16
ADMS,BT,rearing,km,670.88,674.19,-0.49
ADMS,BT,lake_rearing,ha,0,14290.48,-100
ADMS,BT,wetland_rearing,ha,0,919.98,-100
ADMS,BT,rearing_stream,km,365.73,368.1,-0.64
ADMS,BT,rearing_lake_centerline,km,0,0,NA
ADMS,BT,rearing_wetland_centerline,km,0,0,NA
ADMS,CH,spawning,km,277.52,277.61,-0.03
ADMS,CH,rearing,km,307.89,308.23,-0.11
ADMS,CH,lake_rearing,ha,0,0,NA
ADMS,CH,wetland_rearing,ha,0,0,NA
ADMS,CH,rearing_stream,km,157.64,158.94,-0.82
ADMS,CH,rearing_lake_centerline,km,0,0,NA
ADMS,CH,rearing_wetland_centerline,km,0,0,NA
ADMS,CO,spawning,km,311,310.98,0.01
ADMS,CO,rearing,km,350.84,351.19,-0.1
ADMS,CO,lake_rearing,ha,0,0,NA
ADMS,CO,wetland_rearing,ha,0,861.56,-100
ADMS,CO,rearing_stream,km,200.59,201.9,-0.65
ADMS,CO,rearing_lake_centerline,km,0,0,NA
ADMS,CO,rearing_wetland_centerline,km,0,0,NA
ADMS,SK,spawning,km,86.65,85.7,1.11
ADMS,SK,rearing,km,229.85,229.85,0
ADMS,SK,lake_rearing,ha,13820.05,13820.05,0
ADMS,SK,wetland_rearing,ha,0,0,NA
ADMS,SK,rearing_stream,km,0,0,NA
ADMS,SK,rearing_lake_centerline,km,0,0,NA
ADMS,SK,rearing_wetland_centerline,km,0,0,NA
ALBN,CH,spawning,km,601.1,603.08,-0.33
ALBN,CH,rearing,km,744.39,744.36,0
ALBN,CH,lake_rearing,ha,0,0,NA
ALBN,CH,wetland_rearing,ha,0,0,NA
ALBN,CH,rearing_stream,km,501.53,505.11,-0.71
ALBN,CH,rearing_lake_centerline,km,0,0,NA
ALBN,CH,rearing_wetland_centerline,km,0,0,NA
ALBN,CM,spawning,km,800.2,800.19,0
ALBN,CM,rearing,km,0,0,NA
ALBN,CM,lake_rearing,ha,0,0,NA
ALBN,CM,wetland_rearing,ha,0,0,NA
ALBN,CM,rearing_stream,km,0,0,NA
ALBN,CM,rearing_lake_centerline,km,0,0,NA
ALBN,CM,rearing_wetland_centerline,km,0,0,NA
ALBN,CO,spawning,km,762.89,762.36,0.07
ALBN,CO,rearing,km,803.81,802.76,0.13
ALBN,CO,lake_rearing,ha,0,0,NA
ALBN,CO,wetland_rearing,ha,0,408.84,-100
ALBN,CO,rearing_stream,km,560.94,563.51,-0.46
ALBN,CO,rearing_lake_centerline,km,0,0,NA
ALBN,CO,rearing_wetland_centerline,km,0,0,NA
ALBN,SK,spawning,km,66.53,64.95,2.43
ALBN,SK,rearing,km,320.57,320.57,0
ALBN,SK,lake_rearing,ha,12986.14,12986.14,0
ALBN,SK,wetland_rearing,ha,0,0,NA
ALBN,SK,rearing_stream,km,0,0,NA
ALBN,SK,rearing_lake_centerline,km,0,0,NA
ALBN,SK,rearing_wetland_centerline,km,0,0,NA
ALBN,ST,spawning,km,643.73,645.47,-0.27
ALBN,ST,rearing,km,918.55,919.84,-0.14
ALBN,ST,lake_rearing,ha,0,0,NA
ALBN,ST,wetland_rearing,ha,0,93.81,-100
ALBN,ST,rearing_stream,km,671.91,676.87,-0.73
ALBN,ST,rearing_lake_centerline,km,0,0,NA
ALBN,ST,rearing_wetland_centerline,km,0,0,NA
ATNA,CH,spawning,km,119.66,120.92,-1.04
ATNA,CH,rearing,km,153.6,155.77,-1.39
ATNA,CH,lake_rearing,ha,0,0,NA
ATNA,CH,wetland_rearing,ha,0,0,NA
ATNA,CH,rearing_stream,km,80.92,83.86,-3.51
ATNA,CH,rearing_lake_centerline,km,0,0,NA
ATNA,CH,rearing_wetland_centerline,km,0,0,NA
ATNA,CM,spawning,km,177.07,179.4,-1.3
ATNA,CM,rearing,km,0,0,NA
ATNA,CM,lake_rearing,ha,0,0,NA
ATNA,CM,wetland_rearing,ha,0,0,NA
ATNA,CM,rearing_stream,km,0,0,NA
ATNA,CM,rearing_lake_centerline,km,0,0,NA
ATNA,CM,rearing_wetland_centerline,km,0,0,NA
ATNA,CO,spawning,km,159.86,162.79,-1.8
ATNA,CO,rearing,km,197.07,201.04,-1.97
ATNA,CO,lake_rearing,ha,0,0,NA
ATNA,CO,wetland_rearing,ha,0,479.86,-100
ATNA,CO,rearing_stream,km,124.39,129.14,-3.68
ATNA,CO,rearing_lake_centerline,km,0,0,NA
ATNA,CO,rearing_wetland_centerline,km,0,0,NA
ATNA,PK,spawning,km,177.07,179.4,-1.3
ATNA,PK,rearing,km,0,0,NA
ATNA,PK,lake_rearing,ha,0,0,NA
ATNA,PK,wetland_rearing,ha,0,0,NA
ATNA,PK,rearing_stream,km,0,0,NA
ATNA,PK,rearing_lake_centerline,km,0,0,NA
ATNA,PK,rearing_wetland_centerline,km,0,0,NA
ATNA,SK,spawning,km,25.15,23.67,6.25
ATNA,SK,rearing,km,181.84,181.84,0
ATNA,SK,lake_rearing,ha,7502.11,7502.11,0
ATNA,SK,wetland_rearing,ha,0,0,NA
ATNA,SK,rearing_stream,km,0,0,NA
ATNA,SK,rearing_lake_centerline,km,0,0,NA
ATNA,SK,rearing_wetland_centerline,km,0,0,NA
ATNA,ST,spawning,km,170.52,171.87,-0.79
ATNA,ST,rearing,km,297.57,298.83,-0.42
ATNA,ST,lake_rearing,ha,0,0,NA
ATNA,ST,wetland_rearing,ha,0,412.02,-100
ATNA,ST,rearing_stream,km,224.78,226.83,-0.9
ATNA,ST,rearing_lake_centerline,km,0,0,NA
ATNA,ST,rearing_wetland_centerline,km,0,0,NA
BABL,BT,spawning,km,898.34,890.16,0.92
BABL,BT,rearing,km,2322.63,2351.08,-1.21
BABL,BT,lake_rearing,ha,0,56515.11,-100
BABL,BT,wetland_rearing,ha,0,6043.72,-100
BABL,BT,rearing_stream,km,1661.5,1681.16,-1.17
BABL,BT,rearing_lake_centerline,km,0,0,NA
BABL,BT,rearing_wetland_centerline,km,0,0,NA
BABL,CH,spawning,km,353.26,348.82,1.27
BABL,CH,rearing,km,704.03,717.66,-1.9
BABL,CH,lake_rearing,ha,0,0,NA
BABL,CH,wetland_rearing,ha,0,0,NA
BABL,CH,rearing_stream,km,680.41,694.14,-1.98
BABL,CH,rearing_lake_centerline,km,0,0,NA
BABL,CH,rearing_wetland_centerline,km,0,0,NA
BABL,CO,spawning,km,815.23,805.15,1.25
BABL,CO,rearing,km,1288.36,1289.9,-0.12
BABL,CO,lake_rearing,ha,0,0,NA
BABL,CO,wetland_rearing,ha,0,6606.8,-100
BABL,CO,rearing_stream,km,1264.75,1266.39,-0.13
BABL,CO,rearing_lake_centerline,km,0,0,NA
BABL,CO,rearing_wetland_centerline,km,0,0,NA
BABL,SK,spawning,km,60.25,59.27,1.65
BABL,SK,rearing,km,941.63,941.63,0
BABL,SK,lake_rearing,ha,52449.98,52449.98,0
BABL,SK,wetland_rearing,ha,0,0,NA
BABL,SK,rearing_stream,km,0,0,NA
BABL,SK,rearing_lake_centerline,km,0,0,NA
BABL,SK,rearing_wetland_centerline,km,0,0,NA
BABL,ST,spawning,km,353.73,349.3,1.27
BABL,ST,rearing,km,908.81,924.29,-1.67
BABL,ST,lake_rearing,ha,0,0,NA
BABL,ST,wetland_rearing,ha,0,2603.62,-100
BABL,ST,rearing_stream,km,885.19,900.76,-1.73
BABL,ST,rearing_lake_centerline,km,0,0,NA
BABL,ST,rearing_wetland_centerline,km,0,0,NA
BABR,BT,spawning,km,968.8,960.3,0.89
BABR,BT,rearing,km,1586.92,1590.84,-0.25
BABR,BT,lake_rearing,ha,0,1180.54,-100
BABR,BT,wetland_rearing,ha,0,4208.14,-100
BABR,BT,rearing_stream,km,1201.62,1205.44,-0.32
BABR,BT,rearing_lake_centerline,km,0,0,NA
BABR,BT,rearing_wetland_centerline,km,0,0,NA
BABR,CH,spawning,km,541.23,540.03,0.22
BABR,CH,rearing,km,736.79,736.43,0.05
BABR,CH,lake_rearing,ha,0,0,NA
BABR,CH,wetland_rearing,ha,0,0,NA
BABR,CH,rearing_stream,km,438,439.75,-0.4
BABR,CH,rearing_lake_centerline,km,0,0,NA
BABR,CH,rearing_wetland_centerline,km,0,0,NA
BABR,CO,spawning,km,752.86,744.06,1.18
BABR,CO,rearing,km,981.02,975.79,0.54
BABR,CO,lake_rearing,ha,0,0,NA
BABR,CO,wetland_rearing,ha,0,4056.91,-100
BABR,CO,rearing_stream,km,682.22,679.11,0.46
BABR,CO,rearing_lake_centerline,km,0,0,NA
BABR,CO,rearing_wetland_centerline,km,0,0,NA
BABR,SK,spawning,km,0,NA,NA
BABR,SK,rearing,km,0,NA,NA
BABR,SK,lake_rearing,ha,0,0,NA
BABR,SK,wetland_rearing,ha,0,0,NA
BABR,SK,rearing_stream,km,0,NA,NA
BABR,SK,rearing_lake_centerline,km,0,NA,NA
BABR,SK,rearing_wetland_centerline,km,0,NA,NA
BABR,ST,spawning,km,571.88,570.68,0.21
BABR,ST,rearing,km,1003.28,1002.57,0.07
BABR,ST,lake_rearing,ha,0,0,NA
BABR,ST,wetland_rearing,ha,0,1485.85,-100
BABR,ST,rearing_stream,km,702.67,704.13,-0.21
BABR,ST,rearing_lake_centerline,km,0,0,NA
BABR,ST,rearing_wetland_centerline,km,0,0,NA
BARR,BT,spawning,km,468.54,467.61,0.2
BARR,BT,rearing,km,625.77,624.09,0.27
BARR,BT,lake_rearing,ha,0,2420.62,-100
BARR,BT,wetland_rearing,ha,0,1108.55,-100
BARR,BT,rearing_stream,km,238.8,237.84,0.4
BARR,BT,rearing_lake_centerline,km,0,0,NA
BARR,BT,rearing_wetland_centerline,km,0,0,NA
BARR,CH,spawning,km,364.74,364.01,0.2
BARR,CH,rearing,km,410.57,408.45,0.52
BARR,CH,lake_rearing,ha,0,0,NA
BARR,CH,wetland_rearing,ha,0,0,NA
BARR,CH,rearing_stream,km,92.09,92.08,0.01
BARR,CH,rearing_lake_centerline,km,0,0,NA
BARR,CH,rearing_wetland_centerline,km,0,0,NA
BARR,CM,spawning,km,428.36,427.61,0.18
BARR,CM,rearing,km,0,0,NA
BARR,CM,lake_rearing,ha,0,0,NA
BARR,CM,wetland_rearing,ha,0,0,NA
BARR,CM,rearing_stream,km,0,0,NA
BARR,CM,rearing_lake_centerline,km,0,0,NA
BARR,CM,rearing_wetland_centerline,km,0,0,NA
BARR,SK,spawning,km,16.06,15.97,0.56
BARR,SK,rearing,km,57.78,57.78,0
BARR,SK,lake_rearing,ha,2290.51,2290.51,0
BARR,SK,wetland_rearing,ha,0,0,NA
BARR,SK,rearing_stream,km,0,0,NA
BARR,SK,rearing_lake_centerline,km,0,0,NA
BARR,SK,rearing_wetland_centerline,km,0,0,NA
BBAR,BT,spawning,km,295.26,295.23,0.01
BBAR,BT,rearing,km,474.96,472.54,0.51
BBAR,BT,lake_rearing,ha,0,620.17,-100
BBAR,BT,wetland_rearing,ha,0,752.5,-100
BBAR,BT,rearing_stream,km,321.1,321.54,-0.14
BBAR,BT,rearing_lake_centerline,km,0,0,NA
BBAR,BT,rearing_wetland_centerline,km,0,0,NA
BBAR,CH,spawning,km,160.2,159.3,0.56
BBAR,CH,rearing,km,167.83,149.58,12.2
BBAR,CH,lake_rearing,ha,0,0,NA
BBAR,CH,wetland_rearing,ha,0,0,NA
BBAR,CH,rearing_stream,km,29.78,29.78,0
BBAR,CH,rearing_lake_centerline,km,0,0,NA
BBAR,CH,rearing_wetland_centerline,km,0,0,NA
BBAR,CO,spawning,km,169.8,169.8,0
BBAR,CO,rearing,km,171.34,153.09,11.92
BBAR,CO,lake_rearing,ha,0,0,NA
BBAR,CO,wetland_rearing,ha,0,11.89,-100
BBAR,CO,rearing_stream,km,33.29,33.29,0
BBAR,CO,rearing_lake_centerline,km,0,0,NA
BBAR,CO,rearing_wetland_centerline,km,0,0,NA
BBAR,SK,spawning,km,0,NA,NA
BBAR,SK,rearing,km,0,NA,NA
BBAR,SK,lake_rearing,ha,0,0,NA
BBAR,SK,wetland_rearing,ha,0,0,NA
BBAR,SK,rearing_stream,km,0,NA,NA
BBAR,SK,rearing_lake_centerline,km,0,NA,NA
BBAR,SK,rearing_wetland_centerline,km,0,NA,NA
BEAV,BT,spawning,km,2135.54,NA,NA
BEAV,BT,rearing,km,3047.65,NA,NA
BEAV,BT,lake_rearing,ha,0,0,NA
BEAV,BT,wetland_rearing,ha,0,0,NA
BEAV,BT,rearing_stream,km,2313.51,NA,NA
BEAV,BT,rearing_lake_centerline,km,0,NA,NA
BEAV,BT,rearing_wetland_centerline,km,0,NA,NA
BELA,CH,spawning,km,227.87,227.65,0.1
BELA,CH,rearing,km,267.33,265.8,0.58
BELA,CH,lake_rearing,ha,0,0,NA
BELA,CH,wetland_rearing,ha,0,0,NA
BELA,CH,rearing_stream,km,91.69,91.49,0.22
BELA,CH,rearing_lake_centerline,km,0,0,NA
BELA,CH,rearing_wetland_centerline,km,0,0,NA
BELA,CM,spawning,km,262.28,262.51,-0.09
BELA,CM,rearing,km,0,0,NA
BELA,CM,lake_rearing,ha,0,0,NA
BELA,CM,wetland_rearing,ha,0,0,NA
BELA,CM,rearing_stream,km,0,0,NA
BELA,CM,rearing_lake_centerline,km,0,0,NA
BELA,CM,rearing_wetland_centerline,km,0,0,NA
BELA,CO,spawning,km,260.25,260.04,0.08
BELA,CO,rearing,km,269.05,268.96,0.03
BELA,CO,lake_rearing,ha,0,0,NA
BELA,CO,wetland_rearing,ha,0,1.75,-100
BELA,CO,rearing_stream,km,93.4,94.56,-1.23
BELA,CO,rearing_lake_centerline,km,0,0,NA
BELA,CO,rearing_wetland_centerline,km,0,0,NA
BELA,PK,spawning,km,262.28,262.51,-0.09
BELA,PK,rearing,km,0,0,NA
BELA,PK,lake_rearing,ha,0,0,NA
BELA,PK,wetland_rearing,ha,0,0,NA
BELA,PK,rearing_stream,km,0,0,NA
BELA,PK,rearing_lake_centerline,km,0,0,NA
BELA,PK,rearing_wetland_centerline,km,0,0,NA
BELA,SK,spawning,km,0,NA,NA
BELA,SK,rearing,km,0,NA,NA
BELA,SK,lake_rearing,ha,0,0,NA
BELA,SK,wetland_rearing,ha,0,0,NA
BELA,SK,rearing_stream,km,0,NA,NA
BELA,SK,rearing_lake_centerline,km,0,NA,NA
BELA,SK,rearing_wetland_centerline,km,0,NA,NA
BELA,ST,spawning,km,234.5,234.28,0.09
BELA,ST,rearing,km,296.18,294.84,0.45
BELA,ST,lake_rearing,ha,0,0,NA
BELA,ST,wetland_rearing,ha,0,0,NA
BELA,ST,rearing_stream,km,117.05,117.11,-0.05
BELA,ST,rearing_lake_centerline,km,0,0,NA
BELA,ST,rearing_wetland_centerline,km,0,0,NA
BIGC,BT,spawning,km,440.81,437.15,0.84
BIGC,BT,rearing,km,825.78,824.24,0.19
BIGC,BT,lake_rearing,ha,0,929.75,-100
BIGC,BT,wetland_rearing,ha,0,4939.46,-100
BIGC,BT,rearing_stream,km,671.27,670.13,0.17
BIGC,BT,rearing_lake_centerline,km,0,0,NA
BIGC,BT,rearing_wetland_centerline,km,0,0,NA
BLAR,BT,spawning,km,954.6,947.95,0.7
BLAR,BT,rearing,km,1745.03,1744.22,0.05
BLAR,BT,lake_rearing,ha,0,2335.61,-100
BLAR,BT,wetland_rearing,ha,0,8966.78,-100
BLAR,BT,rearing_stream,km,1472.32,1472.64,-0.02
BLAR,BT,rearing_lake_centerline,km,0,0,NA
BLAR,BT,rearing_wetland_centerline,km,0,0,NA
BLAR,CH,spawning,km,455.79,454.55,0.27
BLAR,CH,rearing,km,749.76,749.06,0.09
BLAR,CH,lake_rearing,ha,0,0,NA
BLAR,CH,wetland_rearing,ha,0,0,NA
BLAR,CH,rearing_stream,km,584.09,583.85,0.04
BLAR,CH,rearing_lake_centerline,km,0,0,NA
BLAR,CH,rearing_wetland_centerline,km,0,0,NA
BLUR,BT,spawning,km,445.78,NA,NA
BLUR,BT,rearing,km,688.36,NA,NA
BLUR,BT,lake_rearing,ha,0,0,NA
BLUR,BT,wetland_rearing,ha,0,0,NA
BLUR,BT,rearing_stream,km,469.43,NA,NA
BLUR,BT,rearing_lake_centerline,km,0,NA,NA
BLUR,BT,rearing_wetland_centerline,km,0,NA,NA
BONP,BT,spawning,km,386.66,386.35,0.08
BONP,BT,rearing,km,740.84,740.81,0
BONP,BT,lake_rearing,ha,0,1639.34,-100
BONP,BT,wetland_rearing,ha,0,1009.32,-100
BONP,BT,rearing_stream,km,684.38,684.66,-0.04
BONP,BT,rearing_lake_centerline,km,0,0,NA
BONP,BT,rearing_wetland_centerline,km,0,0,NA
BONP,CH,spawning,km,180.31,180.31,0
BONP,CH,rearing,km,214.15,216.3,-0.99
BONP,CH,lake_rearing,ha,0,0,NA
BONP,CH,wetland_rearing,ha,0,0,NA
BONP,CH,rearing_stream,km,214.15,216.3,-0.99
BONP,CH,rearing_lake_centerline,km,0,0,NA
BONP,CH,rearing_wetland_centerline,km,0,0,NA
BONP,CO,spawning,km,223.83,223.53,0.13
BONP,CO,rearing,km,255.94,255.14,0.31
BONP,CO,lake_rearing,ha,0,0,NA
BONP,CO,wetland_rearing,ha,0,248.46,-100
BONP,CO,rearing_stream,km,255.94,255.14,0.31
BONP,CO,rearing_lake_centerline,km,0,0,NA
BONP,CO,rearing_wetland_centerline,km,0,0,NA
BONP,PK,spawning,km,250.22,250.07,0.06
BONP,PK,rearing,km,0,0,NA
BONP,PK,lake_rearing,ha,0,0,NA
BONP,PK,wetland_rearing,ha,0,0,NA
BONP,PK,rearing_stream,km,0,0,NA
BONP,PK,rearing_lake_centerline,km,0,0,NA
BONP,PK,rearing_wetland_centerline,km,0,0,NA
BONP,ST,spawning,km,229.03,229.03,0
BONP,ST,rearing,km,375.54,377.78,-0.59
BONP,ST,lake_rearing,ha,0,0,NA
BONP,ST,wetland_rearing,ha,0,300.33,-100
BONP,ST,rearing_stream,km,375.54,377.68,-0.57
BONP,ST,rearing_lake_centerline,km,0,0,NA
BONP,ST,rearing_wetland_centerline,km,0,0,NA
BOWR,BT,spawning,km,1044.21,1036.41,0.75
BOWR,BT,rearing,km,1614.2,1617.44,-0.2
BOWR,BT,lake_rearing,ha,0,4188.56,-100
BOWR,BT,wetland_rearing,ha,0,5744.07,-100
BOWR,BT,rearing_stream,km,1271.79,1274.05,-0.18
BOWR,BT,rearing_lake_centerline,km,0,0,NA
BOWR,BT,rearing_wetland_centerline,km,0,0,NA
BOWR,CH,spawning,km,655.31,654.87,0.07
BOWR,CH,rearing,km,913.88,915.03,-0.13
BOWR,CH,lake_rearing,ha,0,0,NA
BOWR,CH,wetland_rearing,ha,0,0,NA
BOWR,CH,rearing_stream,km,668.17,670.08,-0.29
BOWR,CH,rearing_lake_centerline,km,0,0,NA
BOWR,CH,rearing_wetland_centerline,km,0,0,NA
BOWR,CO,spawning,km,928.84,924.65,0.45
BOWR,CO,rearing,km,1176.34,1176.88,-0.05
BOWR,CO,lake_rearing,ha,0,0,NA
BOWR,CO,wetland_rearing,ha,0,6757.78,-100
BOWR,CO,rearing_stream,km,930.64,931.93,-0.14
BOWR,CO,rearing_lake_centerline,km,0,0,NA
BOWR,CO,rearing_wetland_centerline,km,0,0,NA
BOWR,SK,spawning,km,21.52,21.37,0.7
BOWR,SK,rearing,km,82.45,82.45,0
BOWR,SK,lake_rearing,ha,3100.72,3100.72,0
BOWR,SK,wetland_rearing,ha,0,0,NA
BOWR,SK,rearing_stream,km,0,0,NA
BOWR,SK,rearing_lake_centerline,km,0,0,NA
BOWR,SK,rearing_wetland_centerline,km,0,0,NA
BRKS,BT,spawning,km,545.56,546.5,-0.17
BRKS,BT,rearing,km,866.33,870.44,-0.47
BRKS,BT,lake_rearing,ha,0,3664.52,-100
BRKS,BT,wetland_rearing,ha,0,199.5,-100
BRKS,BT,rearing_stream,km,646.4,650.49,-0.63
BRKS,BT,rearing_lake_centerline,km,0,0,NA
BRKS,BT,rearing_wetland_centerline,km,0,0,NA
BRKS,CH,spawning,km,362.63,361.75,0.24
BRKS,CH,rearing,km,455.01,456.25,-0.27
BRKS,CH,lake_rearing,ha,0,0,NA
BRKS,CH,wetland_rearing,ha,0,0,NA
BRKS,CH,rearing_stream,km,341.59,342.99,-0.41
BRKS,CH,rearing_lake_centerline,km,0,0,NA
BRKS,CH,rearing_wetland_centerline,km,0,0,NA
BRKS,CM,spawning,km,501.96,503.12,-0.23
BRKS,CM,rearing,km,0,0,NA
BRKS,CM,lake_rearing,ha,0,0,NA
BRKS,CM,wetland_rearing,ha,0,0,NA
BRKS,CM,rearing_stream,km,0,0,NA
BRKS,CM,rearing_lake_centerline,km,0,0,NA
BRKS,CM,rearing_wetland_centerline,km,0,0,NA
BRKS,CO,spawning,km,472.01,472.73,-0.15
BRKS,CO,rearing,km,508.34,510.28,-0.38
BRKS,CO,lake_rearing,ha,0,0,NA
BRKS,CO,wetland_rearing,ha,0,185.56,-100
BRKS,CO,rearing_stream,km,394.92,397.02,-0.53
BRKS,CO,rearing_lake_centerline,km,0,0,NA
BRKS,CO,rearing_wetland_centerline,km,0,0,NA
BRKS,PK,spawning,km,501.96,503.12,-0.23
BRKS,PK,rearing,km,0,0,NA
BRKS,PK,lake_rearing,ha,0,0,NA
BRKS,PK,wetland_rearing,ha,0,0,NA
BRKS,PK,rearing_stream,km,0,0,NA
BRKS,PK,rearing_lake_centerline,km,0,0,NA
BRKS,PK,rearing_wetland_centerline,km,0,0,NA
BRKS,SK,spawning,km,7.58,7.58,0
BRKS,SK,rearing,km,109.42,109.42,0
BRKS,SK,lake_rearing,ha,2678.39,2678.39,0
BRKS,SK,wetland_rearing,ha,0,0,NA
BRKS,SK,rearing_stream,km,0,0,NA
BRKS,SK,rearing_lake_centerline,km,0,0,NA
BRKS,SK,rearing_wetland_centerline,km,0,0,NA
BRKS,ST,spawning,km,390.26,389.4,0.22
BRKS,ST,rearing,km,604.34,609.36,-0.82
BRKS,ST,lake_rearing,ha,0,0,NA
BRKS,ST,wetland_rearing,ha,0,42.96,-100
BRKS,ST,rearing_stream,km,486.21,491.4,-1.06
BRKS,ST,rearing_lake_centerline,km,0,0,NA
BRKS,ST,rearing_wetland_centerline,km,0,0,NA
BULK,BT,spawning,km,1865.04,1847.96,0.92
BULK,BT,rearing,km,3023.91,3062.85,-1.27
BULK,BT,lake_rearing,ha,0,4739.73,-100
BULK,BT,wetland_rearing,ha,0,5836.06,-100
BULK,BT,rearing_stream,km,2453.35,2486.74,-1.34
BULK,BT,rearing_lake_centerline,km,0,0,NA
BULK,BT,rearing_wetland_centerline,km,0,0,NA
BULK,CH,spawning,km,1260.26,1252.85,0.59
BULK,CH,rearing,km,1730.07,1739.82,-0.56
BULK,CH,lake_rearing,ha,0,0,NA
BULK,CH,wetland_rearing,ha,0,0,NA
BULK,CH,rearing_stream,km,1279.92,1291.36,-0.89
BULK,CH,rearing_lake_centerline,km,0,0,NA
BULK,CH,rearing_wetland_centerline,km,0,0,NA
BULK,CO,spawning,km,1781.94,1768.26,0.77
BULK,CO,rearing,km,2215.42,2221.93,-0.29
BULK,CO,lake_rearing,ha,0,0,NA
BULK,CO,wetland_rearing,ha,0,6203.32,-100
BULK,CO,rearing_stream,km,1765.27,1773.28,-0.45
BULK,CO,rearing_lake_centerline,km,0,0,NA
BULK,CO,rearing_wetland_centerline,km,0,0,NA
BULK,PK,spawning,km,1854.32,1849.99,0.23
BULK,PK,rearing,km,0,0,NA
BULK,PK,lake_rearing,ha,0,0,NA
BULK,PK,wetland_rearing,ha,0,0,NA
BULK,PK,rearing_stream,km,0,0,NA
BULK,PK,rearing_lake_centerline,km,0,0,NA
BULK,PK,rearing_wetland_centerline,km,0,0,NA
BULK,SK,spawning,km,27.06,24.38,10.99
BULK,SK,rearing,km,64.56,64.56,0
BULK,SK,lake_rearing,ha,2098.76,2098.76,0
BULK,SK,wetland_rearing,ha,0,0,NA
BULK,SK,rearing_stream,km,0,0,NA
BULK,SK,rearing_lake_centerline,km,0,0,NA
BULK,SK,rearing_wetland_centerline,km,0,0,NA
BULK,ST,spawning,km,1287.57,1279.87,0.6
BULK,ST,rearing,km,2232.01,2247.54,-0.69
BULK,ST,lake_rearing,ha,0,0,NA
BULK,ST,wetland_rearing,ha,0,2966.26,-100
BULK,ST,rearing_stream,km,1780.74,1797.83,-0.95
BULK,ST,rearing_lake_centerline,km,0,0,NA
BULK,ST,rearing_wetland_centerline,km,0,0,NA
BULL,BT,spawning,km,417.74,392.7,6.38
BULL,BT,rearing,km,753.54,716.61,5.15
BULL,BT,lake_rearing,ha,0,7052.16,-100
BULL,BT,wetland_rearing,ha,0,765.05,-100
BULL,BT,rearing_stream,km,587.31,559.23,5.02
BULL,BT,rearing_lake_centerline,km,0,0,NA
BULL,BT,rearing_wetland_centerline,km,0,0,NA
BULL,WCT,spawning,km,695.8,694.68,0.16
BULL,WCT,rearing,km,866.51,882.3,-1.79
BULL,WCT,lake_rearing,ha,0,0,NA
BULL,WCT,wetland_rearing,ha,0,246.42,-100
BULL,WCT,rearing_stream,km,716.94,727.42,-1.44
BULL,WCT,rearing_lake_centerline,km,0,0,NA
BULL,WCT,rearing_wetland_centerline,km,0,0,NA
CAMB,CH,spawning,km,66.26,65.54,1.1
CAMB,CH,rearing,km,87.34,87.65,-0.35
CAMB,CH,lake_rearing,ha,0,0,NA
CAMB,CH,wetland_rearing,ha,0,0,NA
CAMB,CH,rearing_stream,km,65.03,65.34,-0.47
CAMB,CH,rearing_lake_centerline,km,0,0,NA
CAMB,CH,rearing_wetland_centerline,km,0,0,NA
CAMB,CM,spawning,km,94.34,94.69,-0.37
CAMB,CM,rearing,km,0,0,NA
CAMB,CM,lake_rearing,ha,0,0,NA
CAMB,CM,wetland_rearing,ha,0,0,NA
CAMB,CM,rearing_stream,km,0,0,NA
CAMB,CM,rearing_lake_centerline,km,0,0,NA
CAMB,CM,rearing_wetland_centerline,km,0,0,NA
CAMB,CO,spawning,km,93.64,94.06,-0.45
CAMB,CO,rearing,km,109.33,109.68,-0.32
CAMB,CO,lake_rearing,ha,0,0,NA
CAMB,CO,wetland_rearing,ha,0,199.87,-100
CAMB,CO,rearing_stream,km,87.02,87.37,-0.4
CAMB,CO,rearing_lake_centerline,km,0,0,NA
CAMB,CO,rearing_wetland_centerline,km,0,0,NA
CAMB,PK,spawning,km,94.34,94.69,-0.37
CAMB,PK,rearing,km,0,0,NA
CAMB,PK,lake_rearing,ha,0,0,NA
CAMB,PK,wetland_rearing,ha,0,0,NA
CAMB,PK,rearing_stream,km,0,0,NA
CAMB,PK,rearing_lake_centerline,km,0,0,NA
CAMB,PK,rearing_wetland_centerline,km,0,0,NA
CAMB,SK,spawning,km,2.08,2.08,0
CAMB,SK,rearing,km,12.44,12.44,0
CAMB,SK,lake_rearing,ha,504.57,504.57,0
CAMB,SK,wetland_rearing,ha,0,0,NA
CAMB,SK,rearing_stream,km,0,0,NA
CAMB,SK,rearing_lake_centerline,km,0,0,NA
CAMB,SK,rearing_wetland_centerline,km,0,0,NA
CAMB,ST,spawning,km,66.26,65.54,1.1
CAMB,ST,rearing,km,95.82,96.04,-0.23
CAMB,ST,lake_rearing,ha,0,0,NA
CAMB,ST,wetland_rearing,ha,0,0,NA
CAMB,ST,rearing_stream,km,73.46,73.72,-0.35
CAMB,ST,rearing_lake_centerline,km,0,0,NA
CAMB,ST,rearing_wetland_centerline,km,0,0,NA
CANO,BT,spawning,km,293.22,289.34,1.34
CANO,BT,rearing,km,616.01,613.47,0.41
CANO,BT,lake_rearing,ha,0,42053.34,-100
CANO,BT,wetland_rearing,ha,0,236.72,-100
CANO,BT,rearing_stream,km,312.56,310.41,0.69
