wsg,species,habitat_type,unit,link_value,bcfishpass_value,diff_pct
SEYM,CM,rearing,km,0,0,NA
SEYM,CM,lake_rearing,ha,0,0,NA
SEYM,CM,wetland_rearing,ha,0,0,NA
SEYM,CM,rearing_stream,km,0,0,NA
SEYM,CM,rearing_lake_centerline,km,0,0,NA
SEYM,CM,rearing_wetland_centerline,km,0,0,NA
SEYM,CO,spawning,km,334.18,335.06,-0.26
SEYM,CO,rearing,km,380.71,382.31,-0.42
SEYM,CO,lake_rearing,ha,0,0,NA
SEYM,CO,wetland_rearing,ha,0,604.43,-100
SEYM,CO,rearing_stream,km,264.95,266.65,-0.64
SEYM,CO,rearing_lake_centerline,km,0,0,NA
SEYM,CO,rearing_wetland_centerline,km,0,0,NA
SEYM,PK,spawning,km,347.12,345.57,0.45
SEYM,PK,rearing,km,0,0,NA
SEYM,PK,lake_rearing,ha,0,0,NA
SEYM,PK,wetland_rearing,ha,0,0,NA
SEYM,PK,rearing_stream,km,0,0,NA
SEYM,PK,rearing_lake_centerline,km,0,0,NA
SEYM,PK,rearing_wetland_centerline,km,0,0,NA
SEYM,ST,spawning,km,266.46,265.78,0.26
SEYM,ST,rearing,km,429,432.29,-0.76
SEYM,ST,lake_rearing,ha,0,0,NA
SEYM,ST,wetland_rearing,ha,0,229.95,-100
SEYM,ST,rearing_stream,km,298.61,301.94,-1.1
SEYM,ST,rearing_lake_centerline,km,0,0,NA
SEYM,ST,rearing_wetland_centerline,km,0,0,NA
SHER,CH,spawning,km,465.46,466.24,-0.17
SHER,CH,rearing,km,513.78,506.97,1.34
SHER,CH,lake_rearing,ha,0,0,NA
SHER,CH,wetland_rearing,ha,0,0,NA
SHER,CH,rearing_stream,km,146.39,147.81,-0.96
SHER,CH,rearing_lake_centerline,km,0,0,NA
SHER,CH,rearing_wetland_centerline,km,0,0,NA
SHER,CO,spawning,km,515.78,516.56,-0.15
SHER,CO,rearing,km,620.74,610.78,1.63
SHER,CO,lake_rearing,ha,0,0,NA
SHER,CO,wetland_rearing,ha,0,2577.73,-100
SHER,CO,rearing_stream,km,253.35,251.62,0.69
SHER,CO,rearing_lake_centerline,km,0,0,NA
SHER,CO,rearing_wetland_centerline,km,0,0,NA
SHER,ST,spawning,km,503.27,504.05,-0.15
SHER,ST,rearing,km,704.48,696.25,1.18
SHER,ST,lake_rearing,ha,0,0,NA
SHER,ST,wetland_rearing,ha,0,2097.7,-100
SHER,ST,rearing_stream,km,313.65,313.92,-0.09
SHER,ST,rearing_lake_centerline,km,0,0,NA
SHER,ST,rearing_wetland_centerline,km,0,0,NA
SHUL,BT,spawning,km,436.03,429.2,1.59
SHUL,BT,rearing,km,942.23,946.7,-0.47
SHUL,BT,lake_rearing,ha,0,34509.16,-100
SHUL,BT,wetland_rearing,ha,0,437.46,-100
SHUL,BT,rearing_stream,km,453.53,458.76,-1.14
SHUL,BT,rearing_lake_centerline,km,0,0,NA
SHUL,BT,rearing_wetland_centerline,km,0,0,NA
SHUL,CH,spawning,km,268.11,262.15,2.27
SHUL,CH,rearing,km,319.18,313.91,1.68
SHUL,CH,lake_rearing,ha,0,0,NA
SHUL,CH,wetland_rearing,ha,0,0,NA
SHUL,CH,rearing_stream,km,171.51,174.78,-1.87
SHUL,CH,rearing_lake_centerline,km,0,0,NA
SHUL,CH,rearing_wetland_centerline,km,0,0,NA
SHUL,CO,spawning,km,332.33,325.39,2.13
SHUL,CO,rearing,km,361.6,356.68,1.38
SHUL,CO,lake_rearing,ha,0,0,NA
SHUL,CO,wetland_rearing,ha,0,394.94,-100
SHUL,CO,rearing_stream,km,213.94,215.08,-0.53
SHUL,CO,rearing_lake_centerline,km,0,0,NA
SHUL,CO,rearing_wetland_centerline,km,0,0,NA
SHUL,PK,spawning,km,346.61,341.93,1.37
SHUL,PK,rearing,km,0,0,NA
SHUL,PK,lake_rearing,ha,0,0,NA
SHUL,PK,wetland_rearing,ha,0,0,NA
SHUL,PK,rearing_stream,km,0,0,NA
SHUL,PK,rearing_lake_centerline,km,0,0,NA
SHUL,PK,rearing_wetland_centerline,km,0,0,NA
SHUL,SK,spawning,km,92.27,88.9,3.79
SHUL,SK,rearing,km,500.71,500.71,0
SHUL,SK,lake_rearing,ha,34026.65,34026.65,0
SHUL,SK,wetland_rearing,ha,0,0,NA
SHUL,SK,rearing_stream,km,0,0,NA
SHUL,SK,rearing_lake_centerline,km,0,0,NA
SHUL,SK,rearing_wetland_centerline,km,0,0,NA
SHUL,WCT,spawning,km,373.31,370.62,0.73
SHUL,WCT,rearing,km,443.72,445.46,-0.39
SHUL,WCT,lake_rearing,ha,0,0,NA
SHUL,WCT,wetland_rearing,ha,0,122.69,-100
SHUL,WCT,rearing_stream,km,306.46,310.04,-1.15
SHUL,WCT,rearing_lake_centerline,km,0,0,NA
SHUL,WCT,rearing_wetland_centerline,km,0,0,NA
SIML,BT,spawning,km,1177.24,1170.99,0.53
SIML,BT,rearing,km,1879.28,1879.71,-0.02
SIML,BT,lake_rearing,ha,0,1272.56,-100
SIML,BT,wetland_rearing,ha,0,1336.59,-100
SIML,BT,rearing_stream,km,1496.41,1497.32,-0.06
SIML,BT,rearing_lake_centerline,km,0,0,NA
SIML,BT,rearing_wetland_centerline,km,0,0,NA
SKGT,BT,spawning,km,175.15,170.38,2.8
SKGT,BT,rearing,km,276.08,273.1,1.09
SKGT,BT,lake_rearing,ha,0,298.65,-100
SKGT,BT,wetland_rearing,ha,0,380.69,-100
SKGT,BT,rearing_stream,km,233.2,230.22,1.29
SKGT,BT,rearing_lake_centerline,km,0,0,NA
SKGT,BT,rearing_wetland_centerline,km,0,0,NA
SLOC,BT,spawning,km,379.95,378.21,0.46
SLOC,BT,rearing,km,603.63,611.48,-1.28
SLOC,BT,lake_rearing,ha,0,7433.4,-100
SLOC,BT,wetland_rearing,ha,0,325.21,-100
SLOC,BT,rearing_stream,km,358.48,365.85,-2.01
SLOC,BT,rearing_lake_centerline,km,0,0,NA
SLOC,BT,rearing_wetland_centerline,km,0,0,NA
SLOC,WCT,spawning,km,340.46,338.48,0.58
SLOC,WCT,rearing,km,420.55,425.37,-1.13
SLOC,WCT,lake_rearing,ha,0,0,NA
SLOC,WCT,wetland_rearing,ha,0,242.07,-100
SLOC,WCT,rearing_stream,km,273.62,279.24,-2.01
SLOC,WCT,rearing_lake_centerline,km,0,0,NA
SLOC,WCT,rearing_wetland_centerline,km,0,0,NA
SMAR,BT,spawning,km,1237.31,1236.23,0.09
SMAR,BT,rearing,km,1669.9,1670.47,-0.03
SMAR,BT,lake_rearing,ha,0,962.8,-100
SMAR,BT,wetland_rearing,ha,0,2146.35,-100
SMAR,BT,rearing_stream,km,1163.31,1166.37,-0.26
SMAR,BT,rearing_lake_centerline,km,0,0,NA
SMAR,BT,rearing_wetland_centerline,km,0,0,NA
SMAR,WCT,spawning,km,1304.45,1301.97,0.19
SMAR,WCT,rearing,km,1539.03,1565.24,-1.67
SMAR,WCT,lake_rearing,ha,0,0,NA
SMAR,WCT,wetland_rearing,ha,0,1428.33,-100
SMAR,WCT,rearing_stream,km,1064.99,1086.33,-1.96
SMAR,WCT,rearing_lake_centerline,km,0,0,NA
SMAR,WCT,rearing_wetland_centerline,km,0,0,NA
SMOK,BT,spawning,km,1509.72,NA,NA
SMOK,BT,rearing,km,2391.31,NA,NA
SMOK,BT,lake_rearing,ha,0,0,NA
SMOK,BT,wetland_rearing,ha,0,0,NA
SMOK,BT,rearing_stream,km,1787.59,NA,NA
SMOK,BT,rearing_lake_centerline,km,0,NA,NA
SMOK,BT,rearing_wetland_centerline,km,0,NA,NA
SPAT,BT,spawning,km,912.26,NA,NA
SPAT,BT,rearing,km,1546.66,NA,NA
SPAT,BT,lake_rearing,ha,0,0,NA
SPAT,BT,wetland_rearing,ha,0,0,NA
SPAT,BT,rearing_stream,km,1244.09,NA,NA
SPAT,BT,rearing_lake_centerline,km,0,NA,NA
SPAT,BT,rearing_wetland_centerline,km,0,NA,NA
SQAM,BT,spawning,km,661.3,665.13,-0.58
SQAM,BT,rearing,km,906.38,910.84,-0.49
SQAM,BT,lake_rearing,ha,0,1989.59,-100
SQAM,BT,wetland_rearing,ha,0,412.91,-100
SQAM,BT,rearing_stream,km,391.08,396.27,-1.31
SQAM,BT,rearing_lake_centerline,km,0,0,NA
SQAM,BT,rearing_wetland_centerline,km,0,0,NA
SQAM,CH,spawning,km,395.82,395.93,-0.03
SQAM,CH,rearing,km,442.73,442.51,0.05
SQAM,CH,lake_rearing,ha,0,0,NA
SQAM,CH,wetland_rearing,ha,0,0,NA
SQAM,CH,rearing_stream,km,119.16,119.63,-0.39
SQAM,CH,rearing_lake_centerline,km,0,0,NA
SQAM,CH,rearing_wetland_centerline,km,0,0,NA
SQAM,CM,spawning,km,467.29,468.4,-0.24
SQAM,CM,rearing,km,0,0,NA
SQAM,CM,lake_rearing,ha,0,0,NA
SQAM,CM,wetland_rearing,ha,0,0,NA
SQAM,CM,rearing_stream,km,0,0,NA
SQAM,CM,rearing_lake_centerline,km,0,0,NA
SQAM,CM,rearing_wetland_centerline,km,0,0,NA
SQAM,CO,spawning,km,446.59,447.44,-0.19
SQAM,CO,rearing,km,460.3,461.17,-0.19
SQAM,CO,lake_rearing,ha,0,0,NA
SQAM,CO,wetland_rearing,ha,0,284.63,-100
SQAM,CO,rearing_stream,km,136.67,137.51,-0.61
SQAM,CO,rearing_lake_centerline,km,0,0,NA
SQAM,CO,rearing_wetland_centerline,km,0,0,NA
SQAM,PK,spawning,km,467.29,468.4,-0.24
SQAM,PK,rearing,km,0,0,NA
SQAM,PK,lake_rearing,ha,0,0,NA
SQAM,PK,wetland_rearing,ha,0,0,NA
SQAM,PK,rearing_stream,km,0,0,NA
SQAM,PK,rearing_lake_centerline,km,0,0,NA
SQAM,PK,rearing_wetland_centerline,km,0,0,NA
SQAM,SK,spawning,km,0.98,0.9,8.89
SQAM,SK,rearing,km,11.21,11.21,0
SQAM,SK,lake_rearing,ha,242.52,242.52,0
SQAM,SK,wetland_rearing,ha,0,0,NA
SQAM,SK,rearing_stream,km,0,0,NA
SQAM,SK,rearing_lake_centerline,km,0,0,NA
SQAM,SK,rearing_wetland_centerline,km,0,0,NA
SQAM,ST,spawning,km,485.48,486.58,-0.23
SQAM,ST,rearing,km,650.18,655.75,-0.85
SQAM,ST,lake_rearing,ha,0,0,NA
SQAM,ST,wetland_rearing,ha,0,274.49,-100
SQAM,ST,rearing_stream,km,249.58,255.22,-2.21
SQAM,ST,rearing_lake_centerline,km,0,0,NA
SQAM,ST,rearing_wetland_centerline,km,0,0,NA
STHM,BT,spawning,km,491.94,429.19,14.62
STHM,BT,rearing,km,728.48,639.26,13.96
STHM,BT,lake_rearing,ha,0,2950.87,-100
STHM,BT,wetland_rearing,ha,0,402.55,-100
STHM,BT,rearing_stream,km,596.72,521.33,14.46
STHM,BT,rearing_lake_centerline,km,0,0,NA
STHM,BT,rearing_wetland_centerline,km,0,0,NA
STHM,CH,spawning,km,285.59,284.19,0.49
STHM,CH,rearing,km,368.43,360.27,2.26
STHM,CH,lake_rearing,ha,0,0,NA
STHM,CH,wetland_rearing,ha,0,0,NA
STHM,CH,rearing_stream,km,283.67,283.11,0.2
STHM,CH,rearing_lake_centerline,km,0,0,NA
STHM,CH,rearing_wetland_centerline,km,0,0,NA
STHM,CO,spawning,km,375.59,373.32,0.61
STHM,CO,rearing,km,428.68,417.6,2.65
STHM,CO,lake_rearing,ha,0,0,NA
STHM,CO,wetland_rearing,ha,0,328.46,-100
STHM,CO,rearing_stream,km,343.93,340.44,1.03
STHM,CO,rearing_lake_centerline,km,0,0,NA
STHM,CO,rearing_wetland_centerline,km,0,0,NA
STHM,PK,spawning,km,379.95,379.87,0.02
STHM,PK,rearing,km,0,0,NA
STHM,PK,lake_rearing,ha,0,0,NA
STHM,PK,wetland_rearing,ha,0,0,NA
STHM,PK,rearing_stream,km,0,0,NA
STHM,PK,rearing_lake_centerline,km,0,0,NA
STHM,PK,rearing_wetland_centerline,km,0,0,NA
STHM,SK,spawning,km,30.53,30.35,0.59
STHM,SK,rearing,km,27.98,27.98,0
STHM,SK,lake_rearing,ha,1765.02,1765.02,0
STHM,SK,wetland_rearing,ha,0,0,NA
STHM,SK,rearing_stream,km,0,0,NA
STHM,SK,rearing_lake_centerline,km,0,0,NA
STHM,SK,rearing_wetland_centerline,km,0,0,NA
STIR,CH,spawning,km,263.23,263.23,0
STIR,CH,rearing,km,292.36,289.92,0.84
STIR,CH,lake_rearing,ha,0,0,NA
STIR,CH,wetland_rearing,ha,0,0,NA
STIR,CH,rearing_stream,km,81.49,82.15,-0.8
STIR,CH,rearing_lake_centerline,km,0,0,NA
STIR,CH,rearing_wetland_centerline,km,0,0,NA
STIR,CO,spawning,km,289.63,289.56,0.02
STIR,CO,rearing,km,306.73,303.54,1.05
STIR,CO,lake_rearing,ha,0,0,NA
STIR,CO,wetland_rearing,ha,0,287.73,-100
STIR,CO,rearing_stream,km,95.86,95.76,0.1
STIR,CO,rearing_lake_centerline,km,0,0,NA
STIR,CO,rearing_wetland_centerline,km,0,0,NA
STIR,SK,spawning,km,16.83,16.31,3.19
STIR,SK,rearing,km,14.27,16.03,-10.98
STIR,SK,lake_rearing,ha,422.36,422.36,0
STIR,SK,wetland_rearing,ha,0,0,NA
STIR,SK,rearing_stream,km,0,0,NA
STIR,SK,rearing_lake_centerline,km,0,0,NA
STIR,SK,rearing_wetland_centerline,km,0,0,NA
STUL,CH,spawning,km,131.38,130.55,0.64
STUL,CH,rearing,km,301.34,301.34,0
STUL,CH,lake_rearing,ha,0,0,NA
STUL,CH,wetland_rearing,ha,0,0,NA
STUL,CH,rearing_stream,km,291.85,291.85,0
STUL,CH,rearing_lake_centerline,km,0,0,NA
STUL,CH,rearing_wetland_centerline,km,0,0,NA
STUL,SK,spawning,km,45.31,45.19,0.27
STUL,SK,rearing,km,529.79,529.79,0
STUL,SK,lake_rearing,ha,45389.97,45389.97,0
STUL,SK,wetland_rearing,ha,0,0,NA
STUL,SK,rearing_stream,km,0,0,NA
STUL,SK,rearing_lake_centerline,km,0,0,NA
STUL,SK,rearing_wetland_centerline,km,0,0,NA
STUR,BT,spawning,km,509.67,505.08,0.91
STUR,BT,rearing,km,1016.35,1026.27,-0.97
STUR,BT,lake_rearing,ha,0,3438.72,-100
STUR,BT,wetland_rearing,ha,0,5980.67,-100
STUR,BT,rearing_stream,km,716.01,725.35,-1.29
STUR,BT,rearing_lake_centerline,km,0,0,NA
STUR,BT,rearing_wetland_centerline,km,0,0,NA
STUR,CH,spawning,km,310,310,0
STUR,CH,rearing,km,523.93,524.63,-0.13
STUR,CH,lake_rearing,ha,0,0,NA
STUR,CH,wetland_rearing,ha,0,0,NA
STUR,CH,rearing_stream,km,343.58,347.39,-1.1
STUR,CH,rearing_lake_centerline,km,0,0,NA
STUR,CH,rearing_wetland_centerline,km,0,0,NA
STUR,SK,spawning,km,12.45,12.45,0
STUR,SK,rearing,km,41.45,41.45,0
STUR,SK,lake_rearing,ha,1306.94,1306.94,0
STUR,SK,wetland_rearing,ha,0,0,NA
STUR,SK,rearing_stream,km,0,0,NA
STUR,SK,rearing_lake_centerline,km,0,0,NA
STUR,SK,rearing_wetland_centerline,km,0,0,NA
SUST,BT,spawning,km,899.07,897.55,0.17
SUST,BT,rearing,km,1474.95,1473.46,0.1
SUST,BT,lake_rearing,ha,0,3005.28,-100
SUST,BT,wetland_rearing,ha,0,1565.23,-100
SUST,BT,rearing_stream,km,1140.79,1139.32,0.13
SUST,BT,rearing_lake_centerline,km,0,0,NA
SUST,BT,rearing_wetland_centerline,km,0,0,NA
SUST,CH,spawning,km,601.81,601.2,0.1
SUST,CH,rearing,km,829.61,828.66,0.11
SUST,CH,lake_rearing,ha,0,0,NA
SUST,CH,wetland_rearing,ha,0,0,NA
SUST,CH,rearing_stream,km,567.38,567.38,0
SUST,CH,rearing_lake_centerline,km,0,0,NA
SUST,CH,rearing_wetland_centerline,km,0,0,NA
SUST,CM,spawning,km,902.77,899.88,0.32
SUST,CM,rearing,km,0,0,NA
SUST,CM,lake_rearing,ha,0,0,NA
SUST,CM,wetland_rearing,ha,0,0,NA
SUST,CM,rearing_stream,km,0,0,NA
SUST,CM,rearing_lake_centerline,km,0,0,NA
SUST,CM,rearing_wetland_centerline,km,0,0,NA
SUST,CO,spawning,km,848.95,847.42,0.18
SUST,CO,rearing,km,1030.77,1028.8,0.19
SUST,CO,lake_rearing,ha,0,0,NA
SUST,CO,wetland_rearing,ha,0,1667.75,-100
SUST,CO,rearing_stream,km,768.54,767.52,0.13
SUST,CO,rearing_lake_centerline,km,0,0,NA
SUST,CO,rearing_wetland_centerline,km,0,0,NA
SUST,SK,spawning,km,9.72,9.72,0
SUST,SK,rearing,km,79.92,79.92,0
SUST,SK,lake_rearing,ha,2139.14,2139.14,0
SUST,SK,wetland_rearing,ha,0,0,NA
SUST,SK,rearing_stream,km,0,0,NA
SUST,SK,rearing_lake_centerline,km,0,0,NA
SUST,SK,rearing_wetland_centerline,km,0,0,NA
SUST,ST,spawning,km,610.32,609.71,0.1
SUST,ST,rearing,km,1073.51,1071.16,0.22
SUST,ST,lake_rearing,ha,0,0,NA
SUST,ST,wetland_rearing,ha,0,674.78,-100
SUST,ST,rearing_stream,km,810.85,809.61,0.15
SUST,ST,rearing_lake_centerline,km,0,0,NA
SUST,ST,rearing_wetland_centerline,km,0,0,NA
SWIR,BT,spawning,km,681.83,680.3,0.22
SWIR,BT,rearing,km,1318.98,1322.77,-0.29
SWIR,BT,lake_rearing,ha,0,6293.67,-100
SWIR,BT,wetland_rearing,ha,0,4013.6,-100
SWIR,BT,rearing_stream,km,953.43,957.07,-0.38
SWIR,BT,rearing_lake_centerline,km,0,0,NA
SWIR,BT,rearing_wetland_centerline,km,0,0,NA
SWIR,CH,spawning,km,407.29,407.29,0
SWIR,CH,rearing,km,593,591.28,0.29
SWIR,CH,lake_rearing,ha,0,0,NA
SWIR,CH,wetland_rearing,ha,0,0,NA
SWIR,CH,rearing_stream,km,401.32,401.32,0
SWIR,CH,rearing_lake_centerline,km,0,0,NA
SWIR,CH,rearing_wetland_centerline,km,0,0,NA
TABR,BT,spawning,km,677.22,670.52,1
TABR,BT,rearing,km,1035.29,1045.63,-0.99
TABR,BT,lake_rearing,ha,0,1047.13,-100
TABR,BT,wetland_rearing,ha,0,2129.57,-100
TABR,BT,rearing_stream,km,809.97,819.64,-1.18
TABR,BT,rearing_lake_centerline,km,0,0,NA
TABR,BT,rearing_wetland_centerline,km,0,0,NA
TABR,CH,spawning,km,410.27,404.17,1.51
TABR,CH,rearing,km,642.88,641.17,0.27
TABR,CH,lake_rearing,ha,0,0,NA
TABR,CH,wetland_rearing,ha,0,0,NA
TABR,CH,rearing_stream,km,475.79,478.5,-0.57
TABR,CH,rearing_lake_centerline,km,0,0,NA
TABR,CH,rearing_wetland_centerline,km,0,0,NA
TAHR,BT,spawning,km,338.46,337.97,0.14
TAHR,BT,rearing,km,620.38,620.38,0
TAHR,BT,lake_rearing,ha,0,609.17,-100
TAHR,BT,wetland_rearing,ha,0,1101.96,-100
TAHR,BT,rearing_stream,km,501.51,501.51,0
TAHR,BT,rearing_lake_centerline,km,0,0,NA
TAHR,BT,rearing_wetland_centerline,km,0,0,NA
TAHR,SK,spawning,km,3.95,3.95,0
TAHR,SK,rearing,km,20.54,20.54,0
TAHR,SK,lake_rearing,ha,487.93,487.93,0
TAHR,SK,wetland_rearing,ha,0,0,NA
TAHR,SK,rearing_stream,km,0,0,NA
TAHR,SK,rearing_lake_centerline,km,0,0,NA
TAHR,SK,rearing_wetland_centerline,km,0,0,NA
TAHR,ST,spawning,km,226.19,226.19,0
TAHR,ST,rearing,km,379.6,378.98,0.16
TAHR,ST,lake_rearing,ha,0,0,NA
TAHR,ST,wetland_rearing,ha,0,363.88,-100
TAHR,ST,rearing_stream,km,275.47,275.47,0
TAHR,ST,rearing_lake_centerline,km,0,0,NA
TAHR,ST,rearing_wetland_centerline,km,0,0,NA
TAHS,CH,spawning,km,202.05,201.51,0.27
TAHS,CH,rearing,km,252.43,251.94,0.19
TAHS,CH,lake_rearing,ha,0,0,NA
TAHS,CH,wetland_rearing,ha,0,0,NA
TAHS,CH,rearing_stream,km,167.24,167.28,-0.02
TAHS,CH,rearing_lake_centerline,km,0,0,NA
TAHS,CH,rearing_wetland_centerline,km,0,0,NA
TAHS,CM,spawning,km,271.25,270.6,0.24
TAHS,CM,rearing,km,0,0,NA
TAHS,CM,lake_rearing,ha,0,0,NA
TAHS,CM,wetland_rearing,ha,0,0,NA
TAHS,CM,rearing_stream,km,0,0,NA
TAHS,CM,rearing_lake_centerline,km,0,0,NA
TAHS,CM,rearing_wetland_centerline,km,0,0,NA
TAHS,CO,spawning,km,257.43,257.09,0.13
TAHS,CO,rearing,km,263.38,262.87,0.19
TAHS,CO,lake_rearing,ha,0,0,NA
TAHS,CO,wetland_rearing,ha,0,73.18,-100
TAHS,CO,rearing_stream,km,178.19,178.2,-0.01
TAHS,CO,rearing_lake_centerline,km,0,0,NA
TAHS,CO,rearing_wetland_centerline,km,0,0,NA
TAHS,PK,spawning,km,271.25,270.6,0.24
TAHS,PK,rearing,km,0,0,NA
TAHS,PK,lake_rearing,ha,0,0,NA
TAHS,PK,wetland_rearing,ha,0,0,NA
TAHS,PK,rearing_stream,km,0,0,NA
TAHS,PK,rearing_lake_centerline,km,0,0,NA
TAHS,PK,rearing_wetland_centerline,km,0,0,NA
TAHS,SK,spawning,km,0,NA,NA
TAHS,SK,rearing,km,0,NA,NA
TAHS,SK,lake_rearing,ha,0,0,NA
TAHS,SK,wetland_rearing,ha,0,0,NA
TAHS,SK,rearing_stream,km,0,NA,NA
TAHS,SK,rearing_lake_centerline,km,0,NA,NA
TAHS,SK,rearing_wetland_centerline,km,0,NA,NA
TAHS,ST,spawning,km,210.53,209.99,0.26
TAHS,ST,rearing,km,313.29,312.9,0.12
TAHS,ST,lake_rearing,ha,0,0,NA
TAHS,ST,wetland_rearing,ha,0,8.41,-100
TAHS,ST,rearing_stream,km,226.63,226.77,-0.06
TAHS,ST,rearing_lake_centerline,km,0,0,NA
TAHS,ST,rearing_wetland_centerline,km,0,0,NA
TAKL,BT,spawning,km,509.39,503.34,1.2
TAKL,BT,rearing,km,1379.23,1447.09,-4.69
TAKL,BT,lake_rearing,ha,0,25901.67,-100
TAKL,BT,wetland_rearing,ha,0,1538.4,-100
TAKL,BT,rearing_stream,km,804.83,820.87,-1.95
TAKL,BT,rearing_lake_centerline,km,0,0,NA
TAKL,BT,rearing_wetland_centerline,km,0,0,NA
TAKL,CH,spawning,km,280.96,280.95,0
TAKL,CH,rearing,km,428.06,432.59,-1.05
TAKL,CH,lake_rearing,ha,0,0,NA
TAKL,CH,wetland_rearing,ha,0,0,NA
TAKL,CH,rearing_stream,km,420.72,425.17,-1.05
TAKL,CH,rearing_lake_centerline,km,0,0,NA
TAKL,CH,rearing_wetland_centerline,km,0,0,NA
TAKL,SK,spawning,km,70.51,70.49,0.03
TAKL,SK,rearing,km,1429.17,1429.17,0
TAKL,SK,lake_rearing,ha,24709.79,24709.79,0
TAKL,SK,wetland_rearing,ha,0,0,NA
TAKL,SK,rearing_stream,km,0,0,NA
TAKL,SK,rearing_lake_centerline,km,0,0,NA
TAKL,SK,rearing_wetland_centerline,km,0,0,NA
TASR,BT,spawning,km,459.87,457.22,0.58
TASR,BT,rearing,km,851.38,846.53,0.57
TASR,BT,lake_rearing,ha,0,5147.87,-100
TASR,BT,wetland_rearing,ha,0,2076.73,-100
TASR,BT,rearing_stream,km,555.28,551.48,0.69
TASR,BT,rearing_lake_centerline,km,0,0,NA
TASR,BT,rearing_wetland_centerline,km,0,0,NA
TASR,CH,spawning,km,268.27,267.7,0.21
TASR,CH,rearing,km,314.46,312.86,0.51
TASR,CH,lake_rearing,ha,0,0,NA
TASR,CH,wetland_rearing,ha,0,0,NA
TASR,CH,rearing_stream,km,173.12,172.56,0.32
TASR,CH,rearing_lake_centerline,km,0,0,NA
TASR,CH,rearing_wetland_centerline,km,0,0,NA
TASR,SK,spawning,km,29.65,28.95,2.42
TASR,SK,rearing,km,132.68,132.68,0
TASR,SK,lake_rearing,ha,4076.94,4076.94,0
TASR,SK,wetland_rearing,ha,0,0,NA
TASR,SK,rearing_stream,km,0,0,NA
TASR,SK,rearing_lake_centerline,km,0,0,NA
TASR,SK,rearing_wetland_centerline,km,0,0,NA
TATR,CH,spawning,km,973.29,972.89,0.04
TATR,CH,rearing,km,1142.99,1128.21,1.31
TATR,CH,lake_rearing,ha,0,0,NA
TATR,CH,wetland_rearing,ha,0,0,NA
TATR,CH,rearing_stream,km,488.49,487.59,0.18
TATR,CH,rearing_lake_centerline,km,0,0,NA
TATR,CH,rearing_wetland_centerline,km,0,0,NA
TATR,SK,spawning,km,10.89,10.63,2.45
TATR,SK,rearing,km,24.48,24.48,0
TATR,SK,lake_rearing,ha,750.47,750.47,0
TATR,SK,wetland_rearing,ha,0,0,NA
TATR,SK,rearing_stream,km,0,0,NA
TATR,SK,rearing_lake_centerline,km,0,0,NA
TATR,SK,rearing_wetland_centerline,km,0,0,NA
TAYR,BT,spawning,km,277.13,275.52,0.58
TAYR,BT,rearing,km,419.54,421.02,-0.35
TAYR,BT,lake_rearing,ha,0,117.98,-100
TAYR,BT,wetland_rearing,ha,0,385.61,-100
TAYR,BT,rearing_stream,km,276.97,278.45,-0.53
TAYR,BT,rearing_lake_centerline,km,0,0,NA
TAYR,BT,rearing_wetland_centerline,km,0,0,NA
TAYR,ST,spawning,km,215.45,215.25,0.09
TAYR,ST,rearing,km,295.83,292.86,1.01
TAYR,ST,lake_rearing,ha,0,0,NA
TAYR,ST,wetland_rearing,ha,0,202.58,-100
TAYR,ST,rearing_stream,km,158.58,156.72,1.19
TAYR,ST,rearing_lake_centerline,km,0,0,NA
TAYR,ST,rearing_wetland_centerline,km,0,0,NA
TESR,CH,spawning,km,438.68,437.83,0.19
TESR,CH,rearing,km,698.31,696.28,0.29
TESR,CH,lake_rearing,ha,0,0,NA
TESR,CH,wetland_rearing,ha,0,0,NA
TESR,CH,rearing_stream,km,548.12,547.01,0.2
TESR,CH,rearing_lake_centerline,km,0,0,NA
TESR,CH,rearing_wetland_centerline,km,0,0,NA
THOM,BT,spawning,km,336.54,336.87,-0.1
THOM,BT,rearing,km,558.92,553.66,0.95
THOM,BT,lake_rearing,ha,0,5412.15,-100
THOM,BT,wetland_rearing,ha,0,199.38,-100
THOM,BT,rearing_stream,km,345.47,345.79,-0.09
THOM,BT,rearing_lake_centerline,km,0,0,NA
THOM,BT,rearing_wetland_centerline,km,0,0,NA
THOM,CH,spawning,km,203.23,203.23,0
THOM,CH,rearing,km,209.51,195.48,7.18
THOM,CH,lake_rearing,ha,0,0,NA
THOM,CH,wetland_rearing,ha,0,0,NA
THOM,CH,rearing_stream,km,49.37,49.35,0.04
THOM,CH,rearing_lake_centerline,km,0,0,NA
THOM,CH,rearing_wetland_centerline,km,0,0,NA
THOM,CO,spawning,km,212.6,212.58,0.01
THOM,CO,rearing,km,215.06,201.03,6.98
THOM,CO,lake_rearing,ha,0,0,NA
THOM,CO,wetland_rearing,ha,0,60.03,-100
THOM,CO,rearing_stream,km,54.92,54.9,0.04
THOM,CO,rearing_lake_centerline,km,0,0,NA
THOM,CO,rearing_wetland_centerline,km,0,0,NA
THOM,PK,spawning,km,217.29,217.27,0.01
THOM,PK,rearing,km,0,0,NA
THOM,PK,lake_rearing,ha,0,0,NA
THOM,PK,wetland_rearing,ha,0,0,NA
THOM,PK,rearing_stream,km,0,0,NA
THOM,PK,rearing_lake_centerline,km,0,0,NA
