config,wsg,species,habitat_type,unit,link_value,bcfishpass_value,diff_pct
bcfishpass,LILL,CM,rearing_wetland_centerline,km,0,0,NA
bcfishpass,LILL,CO,spawning,km,511.72,515.14,-0.66
bcfishpass,LILL,CO,rearing,km,546.03,550.65,-0.84
bcfishpass,LILL,CO,lake_rearing,ha,0,0,NA
bcfishpass,LILL,CO,wetland_rearing,ha,0,724.3,-100
bcfishpass,LILL,CO,rearing_stream,km,210.09,216.79,-3.09
bcfishpass,LILL,CO,rearing_lake_centerline,km,0,0,NA
bcfishpass,LILL,CO,rearing_wetland_centerline,km,0,0,NA
bcfishpass,LILL,SK,spawning,km,75.86,72.76,4.26
bcfishpass,LILL,SK,rearing,km,96.97,98.43,-1.48
bcfishpass,LILL,SK,lake_rearing,ha,4217.48,4217.48,0
bcfishpass,LILL,SK,wetland_rearing,ha,0,0,NA
bcfishpass,LILL,SK,rearing_stream,km,0,0,NA
bcfishpass,LILL,SK,rearing_lake_centerline,km,0,0,NA
bcfishpass,LILL,SK,rearing_wetland_centerline,km,0,0,NA
bcfishpass,LILL,ST,spawning,km,480.95,480.8,0.03
bcfishpass,LILL,ST,rearing,km,639.85,646.7,-1.06
bcfishpass,LILL,ST,lake_rearing,ha,0,0,NA
bcfishpass,LILL,ST,wetland_rearing,ha,0,561.67,-100
bcfishpass,LILL,ST,rearing_stream,km,290.26,299.4,-3.05
bcfishpass,LILL,ST,rearing_lake_centerline,km,0,0,NA
bcfishpass,LILL,ST,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,BT,spawning,km,458.75,466.1,-1.58
bcfishpass,HARR,BT,rearing,km,805.26,820.33,-1.84
bcfishpass,HARR,BT,lake_rearing,ha,0,23680.98,-100
bcfishpass,HARR,BT,wetland_rearing,ha,0,150.96,-100
bcfishpass,HARR,BT,rearing_stream,km,312.24,325.89,-4.19
bcfishpass,HARR,BT,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,BT,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,CH,spawning,km,327.72,327.7,0.01
bcfishpass,HARR,CH,rearing,km,377.22,377.33,-0.03
bcfishpass,HARR,CH,lake_rearing,ha,0,0,NA
bcfishpass,HARR,CH,wetland_rearing,ha,0,0,NA
bcfishpass,HARR,CH,rearing_stream,km,138.11,138.55,-0.32
bcfishpass,HARR,CH,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,CH,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,CM,spawning,km,389.95,389.89,0.02
bcfishpass,HARR,CM,rearing,km,0,0,NA
bcfishpass,HARR,CM,lake_rearing,ha,0,0,NA
bcfishpass,HARR,CM,wetland_rearing,ha,0,0,NA
bcfishpass,HARR,CM,rearing_stream,km,0,0,NA
bcfishpass,HARR,CM,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,CM,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,CO,spawning,km,380.02,379.9,0.03
bcfishpass,HARR,CO,rearing,km,393.29,393.5,-0.05
bcfishpass,HARR,CO,lake_rearing,ha,0,0,NA
bcfishpass,HARR,CO,wetland_rearing,ha,0,144.57,-100
bcfishpass,HARR,CO,rearing_stream,km,154.19,154.67,-0.31
bcfishpass,HARR,CO,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,CO,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,PK,spawning,km,389.95,389.89,0.02
bcfishpass,HARR,PK,rearing,km,0,0,NA
bcfishpass,HARR,PK,lake_rearing,ha,0,0,NA
bcfishpass,HARR,PK,wetland_rearing,ha,0,0,NA
bcfishpass,HARR,PK,rearing_stream,km,0,0,NA
bcfishpass,HARR,PK,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,PK,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,SK,spawning,km,23.45,23.43,0.09
bcfishpass,HARR,SK,rearing,km,546.1,546.1,0
bcfishpass,HARR,SK,lake_rearing,ha,22893.01,22893.01,0
bcfishpass,HARR,SK,wetland_rearing,ha,0,0,NA
bcfishpass,HARR,SK,rearing_stream,km,0,0,NA
bcfishpass,HARR,SK,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,SK,rearing_wetland_centerline,km,0,0,NA
bcfishpass,HARR,ST,spawning,km,335.66,335.64,0.01
bcfishpass,HARR,ST,rearing,km,421.33,421.5,-0.04
bcfishpass,HARR,ST,lake_rearing,ha,0,0,NA
bcfishpass,HARR,ST,wetland_rearing,ha,0,42.1,-100
bcfishpass,HARR,ST,rearing_stream,km,176.85,177.28,-0.24
bcfishpass,HARR,ST,rearing_lake_centerline,km,0,0,NA
bcfishpass,HARR,ST,rearing_wetland_centerline,km,0,0,NA
